root_tweet_id,text,thread_head,brand_reply,dm_redirect,pre_intent,pre_confidence,pre_escalate,pre_escalate_reason,intent,escalate,verified,label_process
2210992,my phone keeps pausing and saying “account being used elsewhere” I’ve logged out all devices and relogged in only on my phone.,"customer: my phone keeps pausing and saying “account being used elsewhere” I’ve logged out all devices and relogged in only on my phone.
spotify: Hey Brad! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt
spotify: Hey Brad! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt",Hey Brad! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt,True,account_security,high,True,heuristic: intent 'account_security' always escalates,account_security,True,False,prelabel+adjudicated-v2
2218810,So I get a @SpotifyCares update. Download it and still no iPhone X compatibility ffs. Wank,"customer: So I get a @SpotifyCares update. Download it and still no iPhone X compatibility ffs. Wank
spotify: Hey there! Don't worry, we'll let the right team know it's something you'd like to see. For anything else, just give us a shout /MA
spotify: Hey there! Don't worry, we'll let the right team know it's something you'd like to see. For anything else, just give us a shout /MA","Hey there! Don't worry, we'll let the right team know it's something you'd like to see. For anything else, just give us a shout /MA",False,app_technical,medium,False,heuristic: historically answered publicly,app_technical,False,False,prelabel+adjudicated-v2
2246189,Shout out to Bernard C of @SpotifyCares chat support.Wasn't able to say thank u provide feedback coz I got disconnected.thanks for the help!,"customer: Shout out to Bernard C of @SpotifyCares chat support.Wasn't able to say thank u provide feedback coz I got disconnected.thanks for the help!
spotify: Woohoo! This calls for a https://t.co/ArJFNes23V. Give us a shout if you need anything else /PK
spotify: Woohoo! This calls for a https://t.co/ArJFNes23V. Give us a shout if you need anything else /PK",Woohoo! This calls for a https://t.co/ArJFNes23V. Give us a shout if you need anything else /PK,False,praise_feedback,high,False,heuristic: historically answered publicly,praise_feedback,False,False,prelabel+adjudicated-v2
2616811,@SpotifyCares how hard can it be to support iPhone X after several updates?!,"customer: @SpotifyCares how hard can it be to support iPhone X after several updates?!
spotify: Hey Julian! We hear you. Rest assured, we’re working on it as we speak. Stay tuned /JE
spotify: Hey Julian! We hear you. Rest assured, we’re working on it as we speak. Stay tuned /JE","Hey Julian! We hear you. Rest assured, we’re working on it as we speak. Stay tuned /JE",False,app_technical,medium,False,heuristic: historically answered publicly,app_technical,False,False,prelabel+adjudicated-v2
2630281,I'm locked out of my account so the only way to contact you is through twitter??? Seriously? How much is your company worth? Can't you spring for a customer service phone line? This is 100% garbage.,"customer: I'm locked out of my account so the only way to contact you is through twitter??? Seriously? How much is your company worth? Can't you spring for a customer service phone line? This is 100% garbage.
spotify: Hey there! We've just sent you a message via DM. We'll carry on helping out there /DN
spotify: Hey there! We've just sent you a message via DM. We'll carry on helping out there /DN",Hey there! We've just sent you a message via DM. We'll carry on helping out there /DN,True,account_access,medium,True,heuristic: brand historically moved this to DM,account_access,True,False,prelabel+adjudicated-v2
123459,Hi @SpotifyCares I’m trying to link my Spotify premium account with the ps4 service but it fails : ‘Spotify already linked ...’ - could you  help me please ?,"customer: Hi @SpotifyCares I’m trying to link my Spotify premium account with the ps4 service but it fails : ‘Spotify already linked ...’ - could you  help me please ?
spotify: Hey there! Our friends over @AskPlayStation should be able to help with this. Give us a shout if you have other questions /LO
spotify: Hey there! Our friends over @AskPlayStation should be able to help with this. Give us a shout if you have other questions /LO
customer: Hi again, tech support could not find anything. Could you please tell me if my Spotify premium account is associated with a psn account ?",Hey there! Our friends over @AskPlayStation should be able to help with this. Give us a shout if you have other questions /LO,False,device_integration,high,False,heuristic: historically answered publicly,device_integration,True,False,prelabel+adjudicated-v2
130886,accidentally? https://t.co/xTzbk9IKJ4,"customer: accidentally? https://t.co/xTzbk9IKJ4
spotify: We understand. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! Let us know if there's anything else /AP
customer: LISTEN I DON’T USE SPOTIFY THAT MUCH AND I DID SOMETHING THAT SKIPPED IT",We understand. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! Let us know if there's anything else /AP,False,other,low,False,heuristic: historically answered publicly,content_availability,False,False,prelabel+adjudicated-v2
145912,Ok but when can we get access to the BTS x Desiigner version on @118721 @115888 ??? #MicDropRemix,"customer: Ok but when can we get access to the BTS x Desiigner version on @118721 @115888 ??? #MicDropRemix
spotify: Hey there! Can you DM us your account's username or email address so we can check if this is available for you? /LS https://t.co/ldFdZRiNAt
spotify: Hey there! Can you DM us your account's username or email address so we can check if this is available for you? /LS https://t.co/ldFdZRiNAt",Hey there! Can you DM us your account's username or email address so we can check if this is available for you? /LS https://t.co/ldFdZRiNAt,True,content_availability,high,True,heuristic: brand historically moved this to DM,content_availability,True,False,prelabel+adjudicated-v2
174614,just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(,"customer: just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(
spotify: Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at https://t.co/08kG2GBNp5 🎁 /TK
spotify: Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at https:","Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at https://t.co/08kG2GBNp5 🎁 /TK",False,feature_howto,high,False,heuristic: historically answered publicly,feature_howto,False,False,prelabel+adjudicated-v2
725041,why did you remove your app from Samsung Smart TVs that's the main reason im still a Spotify member,"customer: why did you remove your app from Samsung Smart TVs that's the main reason im still a Spotify member
spotify: Hey Sean! You can find more info about Spotify on Samsung Smart TV's here: https://t.co/qieD5IJ84B /TB
spotify: Hey Sean! You can find more info about Spotify on Samsung Smart TV's here: https://t.co/qieD5IJ84B /TB",Hey Sean! You can find more info about Spotify on Samsung Smart TV's here: https://t.co/qieD5IJ84B /TB,False,device_integration,high,False,heuristic: historically answered publicly,device_integration,False,False,prelabel+adjudicated-v2
836212,hi I am trying to add on to my family’s account however the email link to join is not working. Can you help?,"customer: hi I am trying to add on to my family’s account however the email link to join is not working. Can you help?
spotify: Hey Kate! Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt
spotify: Hey Kate! Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt",Hey Kate! Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,True,subscription_management,high,True,heuristic: brand historically moved this to DM,subscription_management,True,False,prelabel+adjudicated-v2
1803757,.@SpotifyCares my acct was hacked + acct email changed so I am currently locked out- top notch security over there! Please get in touch!,"customer: .@SpotifyCares my acct was hacked + acct email changed so I am currently locked out- top notch security over there! Please get in touch!
spotify: Hey there, help's here. Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt
spotify: Hey there, help's here. Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt","Hey there, help's here. Can you DM us your account's email address and username? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",True,account_security,high,True,heuristic: intent 'account_security' always escalates,account_security,True,False,prelabel+adjudicated-v2
1796710,"My Spotify keeps randomly switching to some stranger's playlist, wtf?","customer: My Spotify keeps randomly switching to some stranger's playlist, wtf?
spotify: Hey Charlotte, help's here! To check, what device does this occur on? Could you DM us the email linked to your account? /T https://t.co/ldFdZRiNAt
spotify: Hey Charlotte, help's here! To check, what device does this occur on? Could you DM us the email linked to your account? /T https://t.co/ldFdZRiNAt","Hey Charlotte, help's here! To check, what device does this occur on? Could you DM us the email linked to your account? /T https://t.co/ldFdZRiNAt",True,account_security,medium,True,heuristic: intent 'account_security' always escalates,account_security,True,False,prelabel+adjudicated-v2
1867352,disgusting customer services. Charged me twice for 2 mths then after cancelling still took another payment. Now refusing to refund,"customer: disgusting customer services. Charged me twice for 2 mths then after cancelling still took another payment. Now refusing to refund
spotify: Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt
spotify: Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt","Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",True,billing_charges,high,True,heuristic: anger/legal keyword,billing_charges,True,False,prelabel+adjudicated-v2
1955898,"Spotify Premium plays on-demand, everywhere. Plus you can skip unlimited. Get moving. https://t.co/XeIFIMvgEx","customer: Spotify Premium plays on-demand, everywhere. Plus you can skip unlimited. Get moving. https://t.co/XeIFIMvgEx
spotify: Hey there! You can check out other payments as well by following the steps at https://t.co/RywgYiE2hX /RE
customer: How can i avail premium if i don't have ccard?",Hey there! You can check out other payments as well by following the steps at https://t.co/RywgYiE2hX /RE,False,praise_feedback,high,False,heuristic: historically answered publicly,billing_charges,False,False,prelabel+adjudicated-v2
1308119,Spotify needs to update at 11 not 12. @115888 @SpotifyCares,"customer: Spotify needs to update at 11 not 12. @115888 @SpotifyCares
spotify: We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /RA
spotify: We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /RA",We hear you loud and clear! We can’t make any promises but we’ll pass your feedback onto the right folks /RA,False,other,low,False,heuristic: historically answered publicly,feature_howto,False,False,prelabel+adjudicated-v2
1308336,"@2602 @17940 @32023 @71554 @171772 @77574 @19948 
Here’s a playlist for you… Streaming Party of Lit Music by Curtis Pomeroy
https://t.co/brMJvqJwHH","customer: @2602 @17940 @32023 @71554 @171772 @77574 @19948 
Here’s a playlist for you… Streaming Party of Lit Music by Curtis Pomeroy
https://t.co/brMJvqJwHH
spotify: Hey, that doesn't sound right! Can you tell us more about what's happening? We'll see what we can suggest /RH
customer: @2602 @17940 @32023 @71554 @171772 @77574 @19948 @SpotifyCares please fix your app its not lettong my playlist play when I click on it 😒😒😒😒","Hey, that doesn't sound right! Can you tell us more about what's happening? We'll see what we can suggest /RH",False,other,low,False,heuristic: historically answered publicly,app_technical,False,False,prelabel+adjudicated-v2
1936034,"Android had just stopped casting your app. Tried everything. Can you speak to YouTube, which works flawlessly.","customer: Android had just stopped casting your app. Tried everything. Can you speak to YouTube, which works flawlessly.
spotify: Hi Sam, help's here! Can you DM us your account's username and email address? We'll do some digging /TY https://t.co/ldFdZRiNAt
spotify: Hi Sam, help's here! Can you DM us your account's username and email address? We'll do some digging /TY https://t.co/ldFdZRiNAt","Hi Sam, help's here! Can you DM us your account's username and email address? We'll do some digging /TY https://t.co/ldFdZRiNAt",True,device_integration,medium,True,heuristic: brand historically moved this to DM,device_integration,True,False,prelabel+adjudicated-v2
2022081,please put travelin soldier back on it’s a staple of my home album,"customer: please put travelin soldier back on it’s a staple of my home album
spotify: Hey! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH
spotify: Hey! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH","Hey! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH",False,content_availability,high,False,heuristic: historically answered publicly,content_availability,False,False,prelabel+adjudicated-v2
1664560,WHERE’S SEVETEEN’S NEW ALBUM .,"customer: WHERE’S SEVETEEN’S NEW ALBUM .
spotify: Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK
spotify: Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK","Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",False,content_availability,high,False,heuristic: historically answered publicly,content_availability,False,False,prelabel+adjudicated-v2
1676616,"I skipped address confirmation, how do I confirm my address for now? Can I have my premium account back? thx @SpotifyCares","customer: I skipped address confirmation, how do I confirm my address for now? Can I have my premium account back? thx @SpotifyCares
spotify: Hi Fajar! Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt
spotify: Hi Fajar! Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt",Hi Fajar! Can you DM us your username or email address? We'll take a look backstage /NH https://t.co/ldFdZRiNAt,True,subscription_management,medium,True,heuristic: brand historically moved this to DM,subscription_management,True,False,prelabel+adjudicated-v2
1684804,hi. I dropped you a DM.,"customer: hi. I dropped you a DM.
spotify: Hi! We've replied to your DM. Let's continue chatting there /GU
spotify: Hi! We've replied to your DM. Let's continue chatting there /GU",Hi! We've replied to your DM. Let's continue chatting there /GU,True,other,low,True,heuristic: brand historically moved this to DM,other,True,False,prelabel+adjudicated-v2
1703329,Is there an outage? https://t.co/CnMwzV8QJw,"customer: Is there an outage? https://t.co/CnMwzV8QJw
spotify: Hi John! Can you try refreshing? We had a bit of a hiccup with our site earlier, but everything should be running smoothly again /TR
spotify: Hi John! Can you try refreshing? We had a bit of a hiccup with our site earlier, but everything should be running smoothly again /TR","Hi John! Can you try refreshing? We had a bit of a hiccup with our site earlier, but everything should be running smoothly again /TR",False,other,low,False,heuristic: historically answered publicly,app_technical,False,False,prelabel+adjudicated-v2
1607082,any known issues with spotify and google home? had all sorts of problems this morning with music not playing.,"customer: any known issues with spotify and google home? had all sorts of problems this morning with music not playing.
spotify: Hi Mark! We'll look into this. What’s happening exactly? Can you let us know the device/OS you’re using to control Google Home? /HR
spotify: Hi Mark! We'll look into this. What’s happening exactly? Can you let us know the device/OS you’re using to control Google Home? /HR",Hi Mark! We'll look into this. What’s happening exactly? Can you let us know the device/OS you’re using to control Google Home? /HR,False,device_integration,high,False,heuristic: historically answered publicly,device_integration,False,False,prelabel+adjudicated-v2
2733048,"I have problem with student premium. SheerID accepted my student id , I've checked on my card and the money was sent to you but the premium doesn't work. I log out and in many times, I've checked my good account and it still doesn't work. Can you help me?","customer: I have problem with student premium. SheerID accepted my student id , I've checked on my card and the money was sent to you but the premium doesn't work. I log out and in many times, I've checked my good account and it still doesn't work. Can you help me?
spotify: Hi Kasia, help's here! Could you send us a DM with your account's email address? We'll check under the hood /NJ https://t.co/ldFdZRiNAt
spotify: Hi Kasia, help's here! Could you send us a DM with your account's email address? We'll check under the hood /NJ https://t.co/ldFdZRiNAt","Hi Kasia, help's here! Could you send us a DM with your account's email address? We'll check under the hood /NJ https://t.co/ldFdZRiNAt",True,subscription_management,high,True,heuristic: brand historically moved this to DM,subscription_management,True,False,prelabel+adjudicated-v2
379053,The email associated with my account was changed and it wasn’t me! So now I can’t access my own account. Help?,"customer: The email associated with my account was changed and it wasn’t me! So now I can’t access my own account. Help?
spotify: Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt
spotify: Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt","Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",True,account_security,high,True,heuristic: intent 'account_security' always escalates,account_security,True,False,prelabel+adjudicated-v2
2078547,are premium subscribers allowed to listen to a full album in order? Your $15 family plan has me interested but I like albums.,"customer: are premium subscribers allowed to listen to a full album in order? Your $15 family plan has me interested but I like albums.
spotify: Hey, help's here! You can listen to full albums in order on Premium. More info on our Premium for Family plan at https://t.co/IHblzLNZYN /RV
spotify: Hey, help's here! You can listen to full albums in order on Premium. More info on our Premium for Family plan at https://t.co/IHblzLNZYN /RV","Hey, help's here! You can listen to full albums in order on Premium. More info on our Premium for Family plan at https://t.co/IHblzLNZYN /RV",False,feature_howto,high,False,heuristic: historically answered publicly,feature_howto,False,False,prelabel+adjudicated-v2
2080823,"Hello Its me again, now Im having payment problem w my account. I sent an email to support team but they havent reply yet @SpotifyCares","customer: Hello Its me again, now Im having payment problem w my account. I sent an email to support team but they havent reply yet @SpotifyCares
spotify: Hey! What's happening exactly? Could you also let us know your 8-digit case # via DM? We'll chase this up for you /NJ https://t.co/ldFdZRiNAt
spotify: Hey! What's happening exactly? Could you also let us know your 8-digit case # via DM? We'll chase this up for you /NJ https://t.co/ldFdZRiNAt",Hey! What's happening exactly? Could you also let us know your 8-digit case # via DM? We'll chase this up for you /NJ https://t.co/ldFdZRiNAt,True,billing_charges,high,True,heuristic: brand historically moved this to DM,billing_charges,True,False,prelabel+adjudicated-v2
1263265,I would gladly pay $12.99 for more downloads,"customer: I would gladly pay $12.99 for more downloads
spotify: Hey there! Just to confirm, are you pertaining to the download limit? /NS
spotify: Hey there! Just to confirm, are you pertaining to the download limit? /NS","Hey there! Just to confirm, are you pertaining to the download limit? /NS",False,feature_howto,medium,False,heuristic: historically answered publicly,feature_howto,False,False,prelabel+adjudicated-v2
1198644,So someone got into my @115888 account. Really I’m only mad they were listening to crappy music.,"customer: So someone got into my @115888 account. Really I’m only mad they were listening to crappy music.
spotify: Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt
spotify: Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt",Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,True,account_security,high,True,heuristic: intent 'account_security' always escalates,account_security,True,False,prelabel+adjudicated-v2
1498717,Hey @SpotifyCares do you respond to messages or just not bother?,"customer: Hey @SpotifyCares do you respond to messages or just not bother?
spotify: Hi! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /AR
spotify: Hi! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /AR",Hi! Sorry for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /AR,True,other,low,True,heuristic: brand historically moved this to DM,other,True,False,prelabel+adjudicated-v2
1898839,"I've had an email telling me payment has failed, however I've never signed up to pay for Spotify, can someone help urgently!!","customer: I've had an email telling me payment has failed, however I've never signed up to pay for Spotify, can someone help urgently!!
spotify: Hey there! That doesn't sound good. Can you DM us a screenshot of the email showing the email address of the sender? /PB https://t.co/ldFdZRiNAt
customer: Account, so you may need to update your payment details"" Then there's a button link to update my payment details?",Hey there! That doesn't sound good. Can you DM us a screenshot of the email showing the email address of the sender? /PB https://t.co/ldFdZRiNAt,True,billing_charges,high,True,heuristic: brand historically moved this to DM,billing_charges,True,False,prelabel+adjudicated-v2
1580650,hopefully you can help me figure out my problem with logging in,"customer: hopefully you can help me figure out my problem with logging in
spotify: Hi! We've replied to your DM. Let's continue chatting there /GU
spotify: Hi! We've replied to your DM. Let's continue chatting there /GU",Hi! We've replied to your DM. Let's continue chatting there /GU,True,account_access,high,True,heuristic: brand historically moved this to DM,account_access,True,False,prelabel+adjudicated-v2
1948155,spotify took money from my credit card and I didn't get premium version   @327793 @151631,"customer: spotify took money from my credit card and I didn't get premium version   @327793 @151631
spotify: Hey Dan, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt
spotify: Hey Dan, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt","Hey Dan, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",True,billing_charges,high,True,heuristic: brand historically moved this to DM,billing_charges,True,False,prelabel+adjudicated-v2
1961534,"Hey @115888 I don't mind ads one bit in your web player, but audio ads that play *during* the song? That's a bit concerning.","customer: Hey @115888 I don't mind ads one bit in your web player, but audio ads that play *during* the song? That's a bit concerning.
spotify: Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF
customer: @115888 is that starting to happen?",Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF,False,other,medium,False,heuristic: historically answered publicly,app_technical,False,False,prelabel+adjudicated-v2
525713,"@SpotifyCares You guys are charging me for a phantom account, make it stop!","customer: @SpotifyCares You guys are charging me for a phantom account, make it stop!
spotify: Hey Ryan! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZR1cbT
spotify: Hey Ryan! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZR1cbT",Hey Ryan! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZR1cbT,True,billing_charges,high,True,heuristic: brand historically moved this to DM,billing_charges,True,False,prelabel+adjudicated-v2
526255,i cant make a payment.. what happen? I need your assistance.. so upset that i cant make payment,"customer: i cant make a payment.. what happen? I need your assistance.. so upset that i cant make payment
spotify: Hey Ikhwan! We've just sent you a DM 🙂 /GS
spotify: Hey Ikhwan! We've just sent you a DM 🙂 /GS",Hey Ikhwan! We've just sent you a DM 🙂 /GS,True,billing_charges,high,True,heuristic: brand historically moved this to DM,billing_charges,True,False,prelabel+adjudicated-v2
558577,Hey @115888 I tried taking up your annual subscription offer but can't find where to go ahead with it after tapping the link in the app. Can you help?,"customer: Hey @115888 I tried taking up your annual subscription offer but can't find where to go ahead with it after tapping the link in the app. Can you help?
spotify: Hey Matt, help's here! Just to check, did you use the link here: https://t.co/LHTUu8url7? Keep us posted /CG
spotify: Hey Matt, help's here! Just to check, did you use the link here: https://t.co/LHTUu8url7? Keep us posted /CG","Hey Matt, help's here! Just to check, did you use the link here: https://t.co/LHTUu8url7? Keep us posted /CG",False,subscription_management,high,False,heuristic: historically answered publicly,subscription_management,False,False,prelabel+adjudicated-v2
